pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,-0.0687128675380802,-0.11382573537820645,0.0,False
"0,1",True,-0.08610487503758792,0.05903165112025278,0.05484153213027769,True
"1,1",False,-0.11225016170687066,-0.023262749435924105,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,7.165551737438341,6.831817712840026,6.586874633011056
M2,80.2454074456514,80.2524344646311,80.35266247284483
M3,11.290163664285041,8.445495812383019,18.282798700161024
M4,15.400518319103565,11.297851363250041,15.475460220846932
M5,3.398530290600969,3.2203795467344043,3.3119071993090605
M6,6.8692138554365165,6.4095281497964285,9.748939865778903
M7,11.82227726777271,10.545855266575916,13.875332835284592
M8,3.5030093427198223,3.330185621294288,3.348695414941106
M9,9.654126283759734,8.952690695817653,11.383970234592933
M10,12.544094867436344,11.782674959610587,13.401113505005547
M11,443.67878160030506,450.4698044681052,452.98998433855724
M12,11.083035099892285,11.315186187043373,11.18449066179038
M13,7.56984593927877,6.012538166813396,7.8514404364128705
M14,16.083164387508486,11.412964845340351,19.39529156862451
M15,10.90007086382787,10.895879155904488,10.845999872227761
M16,11.724391206297991,10.706998129384104,11.404346764389192
